specie,nest_id,folder,photo,viaje,date,true_inc_day,start_time,final_time,duration,duration_min,duration_h,sex,event,nocturnal_incubation,nocturnal_incubation,,,note,note1
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1057-1079,,11-Sep-13,4,9:10:00,9:32:00,0:22:00,22,0.366666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1079-1090,2,11-Sep-13,4,9:32:00,9:40:00,0:08:00,8,0.133333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1085-1090,,11-Sep-13,4,9:38:00,9:40:00,0:02:00,2,0.033333333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1090-1140,,11-Sep-13,4,9:40:00,10:30:00,0:50:00,50,0.833333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1140-1211,3,11-Sep-13,4,10:30:00,11:35:00,1:05:00,65,1.083333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1208-1211,,11-Sep-13,4,11:34:40,11:35:00,0:00:20,0.3,0.005,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1211-1287,,11-Sep-13,4,11:35:00,12:51:00,1:16:00,76,1.266666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (10 septiembre-11septiembre),1287-1462,2,11-Sep-13,4,12:51:00,14:46:23,1:55:23,115.38,1.923,f,off,N,,,,monitoreo y fin de la carpeta,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0001-0036,1,11-Sep-13,4,15:05:00,15:28:00,0:23:00,23,0.383333333,,off,N,,,,inicio de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0013-0017,,11-Sep-13,4,15:16:51,15:17:04,0:00:13,0.21,0.0035,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0036-0075,,11-Sep-13,4,15:28:00,16:07:00,0:39:00,39,0.65,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0075-0142,2,11-Sep-13,4,16:07:00,17:14:00,1:07:00,67,1.116666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0142-0162,,11-Sep-13,4,17:14:00,17:19:00,0:05:00,5,0.083333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0162-0915,,11-Sep-13,4,17:19:00,0:00:00,6:41:00,401,6.683333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0162-0915,,12-Sep-13,5,0:00:00,5:49:00,5:49:00,349,5.816666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0915-0962,1,12-Sep-13,5,5:49:00,6:33:00,0:44:00,44,0.733333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0958-0962,,12-Sep-13,5,6:32:00,6:33:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0962-0985,,12-Sep-13,5,6:33:00,6:56:00,0:23:00,23,0.383333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),0985-1086,1,12-Sep-13,5,6:56:00,8:25:00,1:29:00,89,1.483333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1070-1086,,12-Sep-13,5,8:20:53,8:25:00,0:04:07,4.11,0.0685,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1086-1090,,12-Sep-13,5,8:25:00,8:28:54,0:03:54,3.9,0.065,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1090-1150,2,12-Sep-13,5,8:28:54,8:32:00,0:03:06,3.1,0.051666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1094-1150,,12-Sep-13,5,8:29:01,8:32:00,0:02:59,2.99,0.049833333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1150-1172,,12-Sep-13,5,8:32:00,9:39:00,1:07:00,67,1.116666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1172-1239,2,12-Sep-13,5,9:39:00,10:46:00,1:07:00,67,1.116666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1238-1239,,12-Sep-13,5,10:45:00,10:46:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1239-1250,,12-Sep-13,5,10:46:00,10:57:00,0:11:00,11,0.183333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1250-1335,3,12-Sep-13,5,10:57:00,12:13:00,1:16:00,76,1.266666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1325-1335,,12-Sep-13,5,12:11:14,12:13:00,0:01:46,1.76,0.029333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1335-1359,,12-Sep-13,5,12:13:00,12:37:00,0:24:00,24,0.4,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1359-1360,3,12-Sep-13,5,12:37:00,12:38:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1359-1360,,12-Sep-13,5,12:37:00,12:38:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1360-1467,,12-Sep-13,5,12:38:00,14:25:00,1:47:00,107,1.783333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,huevos (11septiembre-12septiembre),1467-1468,4,12-Sep-13,5,14:25:00,14:26:00,0:01:00,1,0.016666667,m,off,N,,,,fin de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0001-0100,1,12-Sep-13,5,14:41:00,16:14:00,1:33:00,93,1.55,,off,N,,,,inicio de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0093-0100,,12-Sep-13,5,16:12:59,16:14:00,0:01:01,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0100-0141,,12-Sep-13,5,16:14:00,16:55:00,0:41:00,41,0.683333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0141-0170,2,12-Sep-13,5,16:55:00,17:21:00,0:26:00,26,0.433333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0166-0170,,12-Sep-13,5,17:20:00,17:21:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0170-0923,,12-Sep-13,5,17:21:00,0:00:00,6:39:00,399,6.65,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0170-0923,,13-Sep-13,6,0:00:00,5:54:00,5:54:00,354,5.9,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,0923-1080,1,13-Sep-13,6,5:54:00,8:31:00,2:37:00,157,2.616666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1078-1080,,13-Sep-13,6,8:29:00,8:31:00,0:02:00,2,0.033333333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1080-1083,,13-Sep-13,6,8:31:00,8:34:00,0:03:00,3,0.05,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1083-1139,1,13-Sep-13,6,8:34:00,9:31:00,0:57:00,57,0.95,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1139-1146,,13-Sep-13,6,9:30:00,9:31:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1146-1158,,13-Sep-13,6,9:31:00,9:43:00,0:12:00,12,0.2,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1158-1173,2,13-Sep-13,6,9:43:00,9:46:00,0:03:00,3,0.05,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1163-1173,,13-Sep-13,6,9:44:15,9:46:00,0:01:45,105,1.75,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1173-1202,,13-Sep-13,6,9:46:00,10:15:00,0:29:00,29,0.483333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1202-1299,3,13-Sep-13,6,10:15:00,11:43:00,1:28:00,88,1.466666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1293-1299,,13-Sep-13,6,11:40:00,11:43:00,0:03:00,3,0.05,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1299-1378,,13-Sep-13,6,11:43:00,12:59:00,1:16:00,76,1.266666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1378-1665,4,13-Sep-13,6,12:59:00,17:31:00,4:32:00,272,4.533333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1658-1665,,13-Sep-13,6,17:30:00,17:31:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1665-2419,,13-Sep-13,6,17:31:00,0:00:00,6:29:00,389,6.483333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,1665-2419,,14-Sep-13,7,0:00:00,6:05:00,6:05:00,365,6.083333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2419-2477,1,14-Sep-13,7,6:05:00,7:03:00,0:58:00,58,0.966666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2476-2477,,14-Sep-13,7,7:02:00,7:03:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2477-2546,,14-Sep-13,7,7:03:00,8:12:00,1:09:00,69,1.15,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2546-2678,1,14-Sep-13,7,8:12:00,10:21:00,2:09:00,129,2.15,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2675-2678,,14-Sep-13,7,10:20:34,10:21:00,0:00:26,0.43,0.007166667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2678-258,,14-Sep-13,7,10:21:00,11:41:00,1:20:00,80,1.333333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2758-2857,2,14-Sep-13,7,11:41:00,13:08:00,1:27:00,87,1.45,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2851-2857,,14-Sep-13,7,13:07:43,13:08:00,0:00:17,0.28,0.004666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2857-2954,,14-Sep-13,7,13:08:00,14:25:00,1:17:00,77,1.283333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2954-2956,2,14-Sep-13,7,14:25:00,14:27:00,0:02:00,2,0.033333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2955-2956,,14-Sep-13,7,14:26:00,14:27:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2956-2996,,14-Sep-13,7,14:27:00,15:27:00,1:00:00,60,1,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2989-2996,3,14-Sep-13,7,15:20:00,15:27:00,0:07:00,7,0.116666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,2996-3050,,14-Sep-13,7,15:27:00,16:21:00,0:54:00,54,0.9,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3050-3113,3,14-Sep-13,7,16:21:00,17:18:00,0:57:00,57,0.95,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3107-3113,,14-Sep-13,7,17:17:15,17:18:00,0:00:45,0.75,0.0125,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3113-3873,,14-Sep-13,7,17:18:00,0:00:00,6:42:00,402,6.7,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3113-3873,,15-Sep-13,8,0:00:00,5:58:00,5:58:00,358,5.966666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3873-3989,1,15-Sep-13,8,5:58:00,7:51:00,1:53:00,113,1.883333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3989-4034,,15-Sep-13,8,7:50:39,7:51:00,0:00:21,0.35,0.005833333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,3989-4034,,15-Sep-13,8,7:51:00,8:36:00,0:45:00,45,0.75,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4034-4070,1,15-Sep-13,8,8:36:00,9:06:00,0:30:00,30,0.5,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4063-4070,,15-Sep-13,8,9:05:00,9:06:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4070-4085,,15-Sep-13,8,9:06:00,9:21:00,0:15:00,15,0.25,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4084-4085,2,15-Sep-13,8,9:20:00,9:21:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4085-4163,,15-Sep-13,8,9:21:00,10:39:00,1:18:00,78,1.3,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4163-4300,2,15-Sep-13,8,10:39:00,12:53:00,2:14:00,134,2.233333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4296-4300,,15-Sep-13,8,12:51:55,12:53:00,0:01:05,1.1,0.018333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4300-4424,,15-Sep-13,8,12:53:00,14:57:00,2:04:00,124,2.066666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4424-4431,3,15-Sep-13,8,14:57:00,15:04:00,0:07:00,7,0.116666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4431-4483,,15-Sep-13,8,15:04:00,15:56:00,0:52:00,52,0.866666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4483-4568,3,15-Sep-13,8,15:56:00,17:15:00,1:19:00,79,1.316666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4561-4568,,15-Sep-13,8,17:13:52,17:15:00,0:01:08,1.1,0.018333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4568-5090,,15-Sep-13,8,17:15:00,0:00:00,6:45:00,405,6.75,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,4568-5090,,16-Sep-13,9,0:00:00,1:57:00,1:57:00,117,1.95,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5090-5314,1,16-Sep-13,9,1:57:00,5:38:00,3:41:00,221,3.683333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5310-5314,,16-Sep-13,9,5:37:00,5:38:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5314-5363,,16-Sep-13,9,5:38:00,6:27:00,0:49:00,49,0.816666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5363-5364,2,16-Sep-13,9,6:27:00,6:28:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5364-5398,,16-Sep-13,9,6:28:00,7:02:00,0:34:00,34,0.566666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5398-5660,1,16-Sep-13,9,7:02:00,10:48:00,3:46:00,226,3.766666667,m,off,N,,,,7:18 (5414)-8:31 (5523) monitoreo con GoPro (no se ve nada),
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5660-5675,,16-Sep-13,9,10:48:00,11:03:00,0:15:00,15,0.25,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5675-5683,2,16-Sep-13,9,11:03:00,11:05:00,0:02:00,2,0.033333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5677-5683,,16-Sep-13,9,11:04:29,11:05:00,0:00:31,0.5,0.008333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5683-5738,,16-Sep-13,9,11:05:00,12:00:00,0:55:00,55,0.916666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5738-5840,3,16-Sep-13,9,12:00:00,13:36:00,1:36:00,96,1.6,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5834-5840,,16-Sep-13,9,13:35:38,13:36:00,0:00:22,0.3,0.005,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5840-5850,,16-Sep-13,9,13:36:00,13:46:00,0:10:00,10,0.166666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5850-5851,4,16-Sep-13,9,13:46:00,13:47:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5851-5890,,16-Sep-13,9,13:47:00,14:26:00,0:39:00,39,0.65,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5890-5909,3,16-Sep-13,9,14:26:00,14:26:00,0:00:00,0,0,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5909-5910,,16-Sep-13,9,14:25:00,14:26:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5910-5944,,16-Sep-13,9,14:26:00,15:20:00,0:54:00,54,0.9,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5944-5967,4,16-Sep-13,9,15:20:00,15:43:00,0:23:00,23,0.383333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5966-5967,,16-Sep-13,9,15:42:00,15:43:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,5967-6018,,16-Sep-13,9,15:43:00,16:34:00,0:51:00,51,0.85,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6018-6052,5,16-Sep-13,9,16:34:00,17:01:22,0:27:22,27.3,0.455,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6046-6052,,16-Sep-13,9,17:01:22,17:02:00,0:00:38,0.6,0.01,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6052-6859,,16-Sep-13,9,17:02:00,0:00:00,6:58:00,418,6.966666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6052-6859,,17-Sep-13,10,0:00:00,6:29:00,6:29:00,389,6.483333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6859-6912,1,17-Sep-13,10,6:29:00,7:22:00,0:53:00,53,0.883333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6911-6912,,17-Sep-13,10,7:21:00,7:22:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,6912-7089,,17-Sep-13,10,7:22:00,10:19:00,2:57:00,177,2.95,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7089-7103,1,17-Sep-13,10,10:19:00,10:30:00,0:11:00,11,0.183333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7097-7103,,17-Sep-13,10,10:27:00,10:30:00,0:03:00,3,0.05,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7103-7177,,17-Sep-13,10,10:30:00,11:44:00,1:14:00,74,1.233333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7177-7211,2,17-Sep-13,10,11:44:00,12:12:00,0:28:00,28,0.466666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7202-7211,,17-Sep-13,10,12:09:00,12:12:00,0:03:00,2,0.033333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7211-7272,,17-Sep-13,10,12:12:00,13:13:00,1:01:00,61,1.016666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7272-7380,3,17-Sep-13,10,13:13:00,15:01:00,1:48:00,108,1.8,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7380-7465,,17-Sep-13,10,15:01:00,16:26:00,1:25:00,85,1.416666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7465-7514,2,17-Sep-13,10,16:26:00,17:09:09,0:43:09,43.12,0.718666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7508-7514,,17-Sep-13,10,17:08:58,17:09:09,0:00:11,0.2,0.003333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7514-8313,,17-Sep-13,10,17:09:09,0:00:00,6:50:51,410.9,6.848333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,7514-8313,,18-Sep-13,11,0:00:00,6:28:00,6:28:00,388,6.466666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8313-8326,1,18-Sep-13,11,6:28:00,6:41:00,0:13:00,13,0.216666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8326-8359,,18-Sep-13,11,6:41:00,7:14:00,0:33:00,22,0.366666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8359-8374,1,18-Sep-13,11,7:14:00,7:29:00,0:15:00,15,0.25,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8374-8424,,18-Sep-13,11,7:29:00,8:19:00,0:50:00,50,0.833333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8424-8451,2,18-Sep-13,11,8:19:00,8:40:00,0:21:00,21,0.35,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8450-8451,,18-Sep-13,11,8:39:00,8:40:00,0:01:00,1,0.016666667,f,visita,N,,,,alimento en el pico,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8451-8461,,18-Sep-13,11,8:40:00,8:50:00,0:10:00,10,0.166666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 12-18 Septiembre,8461-8469,2,18-Sep-13,11,8:50:00,8:52:20,0:02:20,2.3,0.038333333,f,off,N,,,,monitoreo y fin de la carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 18-23 Septiembre,0001-0009,1,18-Sep-13,11,8:55:00,9:03:00,0:08:00,8,0.133333333,,off,N,,,,inicio de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0009-0064,,18-Sep-13,11,9:03:00,9:58:00,0:55:00,55,0.916666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0064-0082,1,18-Sep-13,11,9:58:00,10:07:00,0:09:00,9,0.15,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0073-0082,,18-Sep-13,11,10:06:32,10:07:00,0:00:28,28,0.466666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0082-0103,,18-Sep-13,11,10:07:00,10:28:00,0:21:00,21,0.35,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0103-0107,1,18-Sep-13,11,10:28:00,10:29:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0104-0107,,18-Sep-13,11,10:28:22,10:29:00,0:00:38,0.63,0.0105,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0107-0160,,18-Sep-13,11,10:29:00,11:22:00,0:53:00,53,0.883333333,m,on,N,,,,,
